subscriberId,monthlySpend,dataUsageGb,voiceMinutes,churnRisk,valueScore,acceptedCampaigns,rejectedCampaigns,tariff,segment
SUB-01043,155.33,14.09,505,0.204,0.3124,3,2,Premium Tarife,BELIRSIZ
SUB-01044,239.61,37.02,268,0.3768,0.4201,1,0,Genç Tarife,BELIRSIZ
SUB-01045,170.95,3.08,569,0.0266,0.337,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01046,91.44,31.01,255,0.8209,0.1938,1,3,Aile Paketi,RISKLI_KAYIP
SUB-01047,122.95,8.09,507,0.17,0.2946,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01048,311.89,26.02,365,0.2977,0.5573,2,1,Genç Tarife,BELIRSIZ
SUB-01049,86.03,8.03,506,0.6376,0.4603,1,3,Premium Tarife,RISKLI_KAYIP
SUB-01050,184.6,11.03,562,0.3218,0.5129,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01051,244.68,6.14,339,0.102,0.524,3,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01052,195.16,26.35,301,0.3202,0.4339,3,2,Premium Tarife,BELIRSIZ
SUB-01053,152.37,29.17,553,0.2032,0.4701,0,1,Aile Paketi,YUKSEK_DEGER
SUB-01054,166.85,8.31,270,0.2766,0.4791,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-01055,202.39,3.94,344,0.0996,0.4917,2,2,Premium Tarife,BELIRSIZ
SUB-01056,85.34,36.67,950,0.3226,0.4931,0,1,Standart Tarife,RISKLI_KAYIP
SUB-01057,144.16,9.14,394,0.3121,0.6961,3,0,Premium Tarife,YUKSEK_DEGER
SUB-01058,447.51,13.55,620,0.2858,0.3892,4,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01059,187.96,7.11,241,0.3099,0.5366,3,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01060,155.65,24.67,502,0.3546,0.605,0,2,Aile Paketi,BELIRSIZ
SUB-01061,115.27,25.09,350,0.2349,0.5561,1,2,Premium Tarife,RISKLI_KAYIP
SUB-01062,85.98,40.65,307,0.1162,0.0957,2,2,Aile Paketi,BELIRSIZ
SUB-01063,170.18,31.61,80,0.1701,0.5255,2,2,Premium Tarife,BELIRSIZ
SUB-01064,177.23,30.18,184,0.097,0.3173,2,3,Premium Tarife,RISKLI_KAYIP
SUB-01065,138.3,14.49,70,0.3936,0.2996,3,2,Premium Tarife,RISKLI_KAYIP
SUB-01066,548.23,13.2,1173,0.2692,0.7227,0,0,Premium Tarife,YUKSEK_DEGER
SUB-01067,91.07,24.43,362,0.1104,0.4367,0,1,Aile Paketi,YUKSEK_DEGER
SUB-01068,77.25,13.9,396,0.4601,0.3451,1,4,Premium Tarife,RISKLI_KAYIP
SUB-01069,116.31,32.32,691,0.0636,0.2114,3,3,Standart Tarife,BELIRSIZ
SUB-01070,141.04,6.73,472,0.0513,0.6238,1,1,Premium Tarife,BELIRSIZ
SUB-01071,83.0,3.01,305,0.2287,0.4491,0,1,Öğrenci Tarifesi,PASIF
SUB-01072,167.75,22.51,307,0.1735,0.2558,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01073,178.61,10.09,173,0.2139,0.4681,1,2,Aile Paketi,BELIRSIZ
SUB-01074,216.32,5.87,529,0.0191,0.2239,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01075,104.63,57.22,541,0.4257,0.492,1,0,Standart Tarife,RISKLI_KAYIP
SUB-01076,297.32,15.5,399,0.33,0.6374,3,3,Standart Tarife,YUKSEK_DEGER
SUB-01077,207.99,4.72,356,0.4112,0.2783,2,0,Aile Paketi,RISKLI_KAYIP
SUB-01078,89.84,9.15,544,0.5045,0.1369,2,0,Standart Tarife,RISKLI_KAYIP
SUB-01079,82.75,12.37,170,0.217,0.4285,2,2,Aile Paketi,BELIRSIZ
SUB-01080,121.37,22.19,488,0.1541,0.4648,1,0,Standart Tarife,BELIRSIZ
SUB-01081,178.86,9.19,982,0.3335,0.481,0,2,Aile Paketi,BELIRSIZ
SUB-01082,194.25,13.7,247,0.1841,0.2031,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01083,207.77,18.72,333,0.5308,0.6477,1,1,Genç Tarife,YUKSEK_DEGER
SUB-01084,431.57,21.24,826,0.1574,0.6717,2,1,Genç Tarife,YUKSEK_DEGER
SUB-01085,39.3,14.46,399,0.1397,0.5691,1,1,Premium Tarife,PASIF
SUB-01086,136.0,46.29,651,0.7466,0.4289,7,3,Standart Tarife,RISKLI_KAYIP
SUB-01087,411.56,24.84,507,0.3935,0.4575,0,0,Premium Tarife,YUKSEK_DEGER
SUB-01088,222.02,23.92,534,0.2705,0.4121,4,1,Standart Tarife,BELIRSIZ
SUB-01089,73.99,23.32,237,0.1386,0.501,0,1,Aile Paketi,BELIRSIZ
SUB-01090,162.76,32.49,231,0.2083,0.2092,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01091,131.06,17.84,598,0.165,0.4532,1,1,Standart Tarife,BELIRSIZ
SUB-01092,128.18,6.64,132,0.2682,0.5932,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01093,103.35,20.54,343,0.2349,0.2628,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01094,154.97,22.37,545,0.1646,0.3991,1,3,Genç Tarife,RISKLI_KAYIP
SUB-01095,266.74,35.85,332,0.1993,0.6742,1,4,Aile Paketi,YUKSEK_DEGER
SUB-01096,109.39,6.07,358,0.049,0.5264,2,1,Genç Tarife,BELIRSIZ
SUB-01097,208.65,7.43,671,0.2574,0.1641,2,2,Standart Tarife,BELIRSIZ
SUB-01098,229.72,15.87,888,0.2617,0.2493,0,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01099,295.96,23.78,1457,0.6189,0.2858,0,0,Genç Tarife,YENI_ABONE
SUB-01100,81.8,5.11,842,0.3226,0.4596,0,1,Premium Tarife,PASIF
SUB-01101,147.68,6.22,285,0.2418,0.6682,2,3,Premium Tarife,RISKLI_KAYIP
SUB-01102,95.74,27.7,208,0.0252,0.2813,3,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01103,155.15,5.31,288,0.0756,0.5849,2,2,Genç Tarife,BELIRSIZ
SUB-01104,154.53,7.52,550,0.4719,0.2852,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01105,68.41,28.89,309,0.2086,0.3051,0,1,Premium Tarife,BELIRSIZ
SUB-01106,160.64,23.54,243,0.2186,0.5566,0,2,Premium Tarife,YUKSEK_DEGER
SUB-01107,443.61,9.27,954,0.418,0.5379,1,0,Aile Paketi,YUKSEK_DEGER
SUB-01108,194.69,21.72,302,0.3353,0.5258,3,1,Aile Paketi,RISKLI_KAYIP
SUB-01109,58.79,18.92,523,0.1893,0.2863,1,1,Standart Tarife,PASIF
SUB-01110,78.38,14.04,514,0.2006,0.4275,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01111,143.18,11.41,82,0.24,0.4903,0,3,Aile Paketi,YUKSEK_DEGER
SUB-01112,79.62,21.13,919,0.146,0.4981,1,1,Genç Tarife,PASIF
SUB-01113,287.11,5.74,162,0.1803,0.274,2,2,Aile Paketi,BELIRSIZ
SUB-01114,53.73,20.96,121,0.1054,0.2997,1,2,Standart Tarife,BELIRSIZ
SUB-01115,195.47,17.7,279,0.2804,0.3429,0,1,Premium Tarife,BELIRSIZ
SUB-01116,45.52,18.62,210,0.2922,0.4073,1,1,Premium Tarife,PASIF
SUB-01117,141.81,7.24,831,0.4392,0.4315,1,4,Öğrenci Tarifesi,BELIRSIZ
SUB-01118,71.88,36.44,467,0.0664,0.6114,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01119,216.05,9.29,260,0.2129,0.7113,3,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01120,260.49,10.5,117,0.2965,0.6109,0,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01121,178.55,13.63,502,0.1778,0.3368,2,2,Premium Tarife,YUKSEK_DEGER
SUB-01122,267.24,23.51,322,0.1588,0.4089,0,0,Genç Tarife,YENI_ABONE
SUB-01123,20.0,18.22,547,0.1981,0.4186,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01124,159.43,3.8,469,0.2932,0.4255,0,0,Standart Tarife,YENI_ABONE
SUB-01125,193.88,15.34,215,0.1175,0.6086,3,3,Genç Tarife,BELIRSIZ
SUB-01126,208.38,16.28,592,0.2624,0.3191,0,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01127,35.48,37.02,147,0.3049,0.2865,2,1,Genç Tarife,BELIRSIZ
SUB-01128,187.33,12.22,312,0.0373,0.2293,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01129,210.98,22.13,342,0.3823,0.3623,3,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01130,158.36,74.14,375,0.7086,0.5024,2,0,Standart Tarife,RISKLI_KAYIP
SUB-01131,59.22,32.96,140,0.2388,0.3291,2,2,Premium Tarife,RISKLI_KAYIP
SUB-01132,102.85,6.9,806,0.1537,0.0996,1,0,Premium Tarife,BELIRSIZ
SUB-01133,287.93,25.65,215,0.405,0.3851,1,5,Standart Tarife,YUKSEK_DEGER
SUB-01134,269.97,21.03,95,0.164,0.5504,2,2,Standart Tarife,YUKSEK_DEGER
SUB-01135,191.83,11.91,478,0.2422,0.4338,3,6,Genç Tarife,YUKSEK_DEGER
SUB-01136,218.65,25.85,1163,0.2751,0.1992,1,4,Standart Tarife,RISKLI_KAYIP
SUB-01137,252.3,6.82,82,0.1863,0.3037,1,1,Aile Paketi,YUKSEK_DEGER
SUB-01138,190.55,9.45,183,0.2806,0.6761,4,0,Premium Tarife,YUKSEK_DEGER
SUB-01139,283.38,13.74,677,0.1552,0.2103,1,2,Standart Tarife,BELIRSIZ
SUB-01140,278.15,11.49,393,0.3174,0.2263,2,2,Standart Tarife,YUKSEK_DEGER
SUB-01141,520.28,24.01,144,0.2369,0.3891,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01142,105.65,15.04,340,0.0031,0.4635,2,3,Genç Tarife,BELIRSIZ
SUB-01143,106.9,10.62,995,0.1727,0.2181,2,1,Aile Paketi,BELIRSIZ
SUB-01144,15.0,32.6,860,0.2773,0.3363,1,2,Premium Tarife,BELIRSIZ
SUB-01145,182.4,23.4,1624,0.6169,0.1645,1,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01146,398.21,4.54,609,0.5676,0.388,1,0,Standart Tarife,RISKLI_KAYIP
SUB-01147,295.86,4.46,273,0.1545,0.3872,1,2,Premium Tarife,BELIRSIZ
SUB-01148,234.11,10.68,669,0.1477,0.2419,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01149,307.15,5.08,232,0.2021,0.4142,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01150,195.89,29.25,360,0.3243,0.5883,3,0,Öğrenci Tarifesi,BELIRSIZ
SUB-01151,122.27,9.81,233,0.5506,0.3419,2,3,Premium Tarife,RISKLI_KAYIP
SUB-01152,452.79,22.11,607,0.3064,0.4709,0,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01153,187.66,25.41,574,0.2256,0.3535,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01154,274.76,2.6,249,0.1385,0.7466,1,2,Standart Tarife,YUKSEK_DEGER
SUB-01155,19.86,10.17,766,0.4573,0.4705,1,0,Aile Paketi,BELIRSIZ
SUB-01156,24.0,13.28,918,0.6596,0.2522,1,0,Genç Tarife,RISKLI_KAYIP
SUB-01157,162.42,18.79,274,0.3233,0.5784,0,1,Genç Tarife,YUKSEK_DEGER
SUB-01158,79.65,28.17,509,0.3124,0.5038,1,1,Standart Tarife,BELIRSIZ
SUB-01159,171.35,58.84,953,0.2537,0.3251,2,4,Premium Tarife,BELIRSIZ
SUB-01160,106.8,43.38,480,0.5176,0.3925,1,1,Standart Tarife,RISKLI_KAYIP
SUB-01161,562.07,14.9,313,0.401,0.7887,0,3,Aile Paketi,YUKSEK_DEGER
SUB-01162,262.56,14.78,370,0.1286,0.4424,2,4,Premium Tarife,YUKSEK_DEGER
SUB-01163,323.71,40.51,272,0.1704,0.6096,2,0,Premium Tarife,YUKSEK_DEGER
SUB-01164,28.7,15.51,781,0.226,0.1801,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01165,232.32,9.99,723,0.0433,0.5275,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01166,131.39,29.57,1300,0.2922,0.5245,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01167,327.16,19.44,228,0.5364,0.3999,3,4,Genç Tarife,RISKLI_KAYIP
SUB-01168,213.31,4.4,260,0.0599,0.2577,2,1,Standart Tarife,BELIRSIZ
SUB-01169,143.35,12.3,123,0.4635,0.5214,3,1,Genç Tarife,BELIRSIZ
SUB-01170,63.9,5.23,553,0.3132,0.141,1,2,Aile Paketi,BELIRSIZ
SUB-01171,160.56,1.15,165,0.2872,0.294,1,3,Premium Tarife,YUKSEK_DEGER
SUB-01172,284.29,47.25,1260,0.2327,0.6388,5,3,Premium Tarife,YUKSEK_DEGER
SUB-01173,337.69,16.97,210,0.4874,0.3797,3,3,Aile Paketi,RISKLI_KAYIP
SUB-01174,117.25,12.65,77,0.1577,0.1443,3,2,Aile Paketi,BELIRSIZ
SUB-01175,511.84,10.61,160,0.2493,0.727,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01176,271.93,15.72,470,0.3771,0.2995,0,1,Genç Tarife,YUKSEK_DEGER
SUB-01177,80.78,10.51,367,0.0816,0.3123,2,2,Standart Tarife,BELIRSIZ
SUB-01178,68.36,7.01,207,0.3268,0.6034,3,2,Öğrenci Tarifesi,PASIF
SUB-01179,136.6,11.0,354,0.6586,0.253,1,1,Standart Tarife,RISKLI_KAYIP
SUB-01180,117.06,37.98,253,0.1511,0.2873,2,2,Genç Tarife,BELIRSIZ
SUB-01181,196.8,29.12,544,0.404,0.3539,1,3,Aile Paketi,RISKLI_KAYIP
SUB-01182,150.53,11.01,170,0.2241,0.2122,4,3,Standart Tarife,BELIRSIZ
SUB-01183,123.43,50.32,427,0.076,0.2756,1,1,Standart Tarife,BELIRSIZ
SUB-01184,47.58,14.78,439,0.5035,0.4538,1,1,Standart Tarife,RISKLI_KAYIP
SUB-01185,217.08,8.38,374,0.2197,0.3577,0,3,Premium Tarife,BELIRSIZ
SUB-01186,44.43,20.04,503,0.0837,0.4759,0,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01187,272.43,41.88,352,0.4967,0.5318,0,1,Standart Tarife,RISKLI_KAYIP
SUB-01188,31.64,36.82,603,0.6594,0.478,3,4,Premium Tarife,RISKLI_KAYIP
SUB-01189,42.39,8.73,374,0.5674,0.402,0,1,Premium Tarife,RISKLI_KAYIP
SUB-01190,80.53,5.85,802,0.2279,0.2194,2,6,Öğrenci Tarifesi,BELIRSIZ
SUB-01191,110.45,11.79,426,0.2668,0.4531,0,4,Öğrenci Tarifesi,BELIRSIZ
SUB-01192,96.08,22.39,771,0.4449,0.4268,2,0,Aile Paketi,RISKLI_KAYIP
SUB-01193,110.14,26.6,256,0.3508,0.2218,2,3,Premium Tarife,BELIRSIZ
SUB-01194,173.4,33.49,186,0.3733,0.3913,1,2,Premium Tarife,BELIRSIZ
SUB-01195,81.83,17.63,600,0.1155,0.2223,3,2,Aile Paketi,BELIRSIZ
SUB-01196,174.36,18.04,379,0.1869,0.518,1,2,Standart Tarife,YUKSEK_DEGER
SUB-01197,20.12,17.18,54,0.2414,0.5079,0,5,Genç Tarife,PASIF
SUB-01198,79.71,30.7,224,0.0453,0.405,3,2,Standart Tarife,BELIRSIZ
SUB-01199,40.73,26.91,472,0.2828,0.3917,3,2,Standart Tarife,BELIRSIZ
SUB-01200,270.65,8.47,357,0.2092,0.2267,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01201,89.42,24.76,217,0.5186,0.2943,1,0,Standart Tarife,BELIRSIZ
SUB-01202,209.27,29.42,377,0.6706,0.63,4,1,Premium Tarife,RISKLI_KAYIP
SUB-01203,34.97,30.97,419,0.1356,0.3503,1,0,Premium Tarife,BELIRSIZ
SUB-01204,334.55,19.45,95,0.3655,0.3842,1,1,Standart Tarife,YUKSEK_DEGER
SUB-01205,155.92,18.72,758,0.1053,0.2343,0,3,Standart Tarife,BELIRSIZ
SUB-01206,428.94,15.25,865,0.2037,0.3515,2,5,Standart Tarife,YUKSEK_DEGER
SUB-01207,145.16,16.41,224,0.2424,0.5288,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01208,48.03,45.48,1139,0.1561,0.5138,2,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01209,72.9,16.81,359,0.2237,0.4689,0,3,Premium Tarife,BELIRSIZ
SUB-01210,125.94,9.03,243,0.1385,0.3412,2,0,Genç Tarife,BELIRSIZ
SUB-01211,74.9,19.74,237,0.143,0.2837,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01212,255.48,26.25,1093,0.6437,0.5804,0,3,Premium Tarife,YUKSEK_DEGER
SUB-01213,153.05,30.13,173,0.2713,0.4996,2,3,Standart Tarife,YUKSEK_DEGER
SUB-01214,75.56,6.94,425,0.3753,0.579,2,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01215,233.25,39.65,459,0.0872,0.714,0,0,Aile Paketi,YENI_ABONE
SUB-01216,115.41,25.6,603,0.2542,0.2937,1,3,Standart Tarife,PASIF
SUB-01217,227.14,38.22,402,0.0744,0.3427,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01218,103.67,4.9,1045,0.549,0.3835,3,2,Premium Tarife,RISKLI_KAYIP
SUB-01219,200.83,31.74,1166,0.4562,0.4215,1,1,Aile Paketi,RISKLI_KAYIP
SUB-01220,112.8,6.66,903,0.0872,0.3274,6,1,Premium Tarife,BELIRSIZ
SUB-01221,255.53,12.85,489,0.22,0.4142,3,3,Standart Tarife,YUKSEK_DEGER
SUB-01222,35.62,26.16,682,0.2455,0.4846,2,2,Genç Tarife,BELIRSIZ
SUB-01223,60.14,6.11,309,0.0954,0.5451,1,2,Premium Tarife,BELIRSIZ
SUB-01224,133.21,10.44,776,0.2427,0.5573,0,4,Genç Tarife,BELIRSIZ
SUB-01225,92.17,4.82,253,0.5447,0.5565,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01226,110.55,25.7,196,0.2535,0.4201,2,3,Genç Tarife,BELIRSIZ
SUB-01227,214.51,8.36,192,0.4279,0.2252,0,1,Premium Tarife,RISKLI_KAYIP
SUB-01228,109.03,16.05,553,0.3161,0.2453,1,0,Aile Paketi,BELIRSIZ
SUB-01229,178.12,21.05,968,0.2806,0.162,2,1,Genç Tarife,YUKSEK_DEGER
SUB-01230,79.32,19.58,1016,0.0563,0.379,4,2,Öğrenci Tarifesi,PASIF
SUB-01231,29.41,18.37,58,0.1096,0.3781,0,2,Genç Tarife,BELIRSIZ
SUB-01232,226.32,18.35,708,0.219,0.253,1,2,Aile Paketi,BELIRSIZ
SUB-01233,377.79,5.12,186,0.1825,0.3031,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01234,167.08,13.38,1444,0.6317,0.4975,4,2,Standart Tarife,RISKLI_KAYIP
SUB-01235,137.84,18.23,142,0.3692,0.4033,2,2,Premium Tarife,RISKLI_KAYIP
SUB-01236,156.5,16.87,97,0.1176,0.3385,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01237,308.47,14.54,717,0.5218,0.7279,1,1,Genç Tarife,YUKSEK_DEGER
SUB-01238,168.29,9.3,296,0.4105,0.3308,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01239,232.76,19.29,284,0.0426,0.3325,2,1,Standart Tarife,BELIRSIZ
SUB-01240,226.78,21.81,221,0.2537,0.4062,0,1,Standart Tarife,YUKSEK_DEGER
SUB-01241,268.05,11.54,250,0.5905,0.1824,3,2,Premium Tarife,RISKLI_KAYIP
SUB-01242,135.97,30.27,737,0.0883,0.1501,0,1,Genç Tarife,BELIRSIZ
SUB-01243,102.74,40.18,191,0.2278,0.6915,2,2,Aile Paketi,PASIF
SUB-01244,202.16,16.28,350,0.5917,0.4881,1,5,Genç Tarife,RISKLI_KAYIP
SUB-01245,257.19,8.63,176,0.3719,0.6715,2,3,Genç Tarife,YUKSEK_DEGER
SUB-01246,285.47,6.05,414,0.1814,0.7327,2,2,Aile Paketi,YUKSEK_DEGER
SUB-01247,330.19,12.71,281,0.1469,0.8027,1,1,Genç Tarife,YUKSEK_DEGER
SUB-01248,243.92,15.44,523,0.6235,0.7379,1,0,Genç Tarife,YUKSEK_DEGER
SUB-01249,99.01,5.77,568,0.0437,0.3295,2,0,Standart Tarife,BELIRSIZ
SUB-01250,166.95,12.42,978,0.4721,0.3486,1,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01251,158.06,29.24,1387,0.2395,0.2775,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01252,147.66,2.17,238,0.3867,0.6027,1,2,Premium Tarife,BELIRSIZ
SUB-01253,202.4,17.01,610,0.3327,0.5283,3,4,Aile Paketi,YUKSEK_DEGER
SUB-01254,128.17,10.39,277,0.2338,0.2453,3,3,Genç Tarife,BELIRSIZ
SUB-01255,128.29,15.78,557,0.2219,0.3202,3,0,Genç Tarife,BELIRSIZ
SUB-01256,390.85,41.56,542,0.5082,0.5643,1,2,Aile Paketi,YUKSEK_DEGER
SUB-01257,140.47,15.26,531,0.5418,0.5895,1,1,Premium Tarife,BELIRSIZ
SUB-01258,266.94,13.71,640,0.0664,0.5276,2,3,Genç Tarife,YUKSEK_DEGER
SUB-01259,275.86,24.62,432,0.4828,0.5655,2,2,Premium Tarife,YUKSEK_DEGER
SUB-01260,169.76,19.47,297,0.2831,0.7143,0,1,Aile Paketi,YUKSEK_DEGER
SUB-01261,131.51,17.06,417,0.3432,0.3989,2,0,Standart Tarife,BELIRSIZ
SUB-01262,81.59,19.96,1325,0.3053,0.3208,1,1,Aile Paketi,BELIRSIZ
SUB-01263,43.9,34.49,258,0.217,0.175,5,1,Aile Paketi,RISKLI_KAYIP
SUB-01264,210.98,28.03,314,0.2265,0.6321,5,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01265,186.42,13.03,225,0.0328,0.534,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01266,229.37,40.16,81,0.5038,0.6975,3,4,Standart Tarife,YUKSEK_DEGER
SUB-01267,107.12,10.89,372,0.1463,0.5291,1,1,Genç Tarife,BELIRSIZ
SUB-01268,413.3,17.01,582,0.3946,0.7586,2,0,Standart Tarife,YUKSEK_DEGER
SUB-01269,196.29,18.39,198,0.1914,0.379,3,1,Premium Tarife,BELIRSIZ
SUB-01270,137.16,12.58,887,0.0485,0.292,0,0,Aile Paketi,YENI_ABONE
SUB-01271,27.79,37.44,513,0.4758,0.4984,0,0,Aile Paketi,YENI_ABONE
SUB-01272,115.11,12.12,741,0.3841,0.5389,1,5,Premium Tarife,BELIRSIZ
SUB-01273,235.73,14.41,482,0.1699,0.7154,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01274,325.34,30.72,349,0.29,0.5833,2,1,Standart Tarife,YUKSEK_DEGER
SUB-01275,150.84,11.2,302,0.6474,0.2667,0,2,Standart Tarife,RISKLI_KAYIP
SUB-01276,355.6,5.56,469,0.0768,0.3627,0,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01277,77.31,17.35,497,0.3678,0.5155,2,0,Premium Tarife,BELIRSIZ
SUB-01278,189.79,7.08,272,0.0962,0.3318,0,2,Aile Paketi,BELIRSIZ
SUB-01279,192.99,6.43,343,0.0228,0.3937,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01280,211.98,2.23,1171,0.136,0.2826,3,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01281,163.72,2.58,422,0.117,0.6053,1,3,Standart Tarife,YUKSEK_DEGER
SUB-01282,183.64,2.79,451,0.5019,0.5204,4,1,Premium Tarife,YUKSEK_DEGER
SUB-01283,76.02,43.54,1001,0.1717,0.5369,3,8,Premium Tarife,YUKSEK_DEGER
SUB-01284,307.67,2.78,501,0.1985,0.3769,0,1,Premium Tarife,YUKSEK_DEGER
SUB-01285,251.92,6.93,387,0.236,0.6876,1,2,Genç Tarife,YUKSEK_DEGER
SUB-01286,179.35,14.59,728,0.3407,0.706,2,1,Standart Tarife,YUKSEK_DEGER
SUB-01287,255.33,23.9,628,0.4527,0.6066,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01288,313.27,25.54,459,0.0723,0.6115,2,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01289,210.17,8.63,485,0.4158,0.4124,0,5,Aile Paketi,BELIRSIZ
SUB-01290,438.52,16.79,321,0.4232,0.6142,2,2,Genç Tarife,YUKSEK_DEGER
SUB-01291,220.48,14.28,166,0.4498,0.3495,1,2,Standart Tarife,YUKSEK_DEGER
SUB-01292,84.49,16.13,572,0.3959,0.3295,1,1,Aile Paketi,BELIRSIZ
SUB-01293,173.97,17.66,118,0.0537,0.4758,1,0,Genç Tarife,BELIRSIZ
SUB-01294,261.08,21.0,172,0.3309,0.267,2,0,Genç Tarife,YUKSEK_DEGER
SUB-01295,313.45,10.25,340,0.406,0.519,2,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01296,165.83,33.55,316,0.3258,0.4449,0,1,Standart Tarife,YUKSEK_DEGER
SUB-01297,79.92,12.18,612,0.0351,0.4812,2,3,Aile Paketi,BELIRSIZ
SUB-01298,129.72,57.25,713,0.1081,0.5031,1,6,Aile Paketi,BELIRSIZ
SUB-01299,56.67,10.73,1272,0.1591,0.2716,0,4,Öğrenci Tarifesi,PASIF
SUB-01300,233.79,17.0,103,0.6368,0.3989,2,4,Standart Tarife,BELIRSIZ
SUB-01301,114.18,14.37,530,0.4613,0.272,3,4,Aile Paketi,RISKLI_KAYIP
SUB-01302,93.75,16.54,516,0.4111,0.1813,4,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01303,247.1,31.24,475,0.2564,0.5932,2,0,Genç Tarife,YUKSEK_DEGER
SUB-01304,351.56,13.79,572,0.4636,0.3251,3,2,Premium Tarife,RISKLI_KAYIP
SUB-01305,93.47,6.2,649,0.4266,0.2223,2,2,Standart Tarife,RISKLI_KAYIP
SUB-01306,166.49,10.1,904,0.356,0.4319,0,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01307,133.17,13.81,484,0.613,0.2458,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01308,321.7,18.06,1073,0.4794,0.4783,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01309,142.89,8.66,487,0.4991,0.408,1,2,Standart Tarife,RISKLI_KAYIP
SUB-01310,74.72,9.43,287,0.2531,0.2013,0,2,Genç Tarife,PASIF
SUB-01311,147.15,18.52,458,0.6962,0.4198,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01312,284.03,18.96,211,0.7606,0.6498,1,4,Aile Paketi,RISKLI_KAYIP
SUB-01313,128.28,28.44,220,0.1645,0.3754,3,0,Standart Tarife,BELIRSIZ
SUB-01314,100.14,10.01,359,0.0315,0.5085,3,1,Genç Tarife,BELIRSIZ
SUB-01315,138.91,22.4,325,0.5319,0.3762,1,0,Genç Tarife,BELIRSIZ
SUB-01316,76.42,14.39,889,0.3677,0.5932,3,1,Standart Tarife,BELIRSIZ
SUB-01317,133.06,11.13,356,0.0992,0.3977,0,3,Genç Tarife,BELIRSIZ
SUB-01318,105.2,14.73,189,0.0702,0.6426,2,0,Aile Paketi,YENI_ABONE
SUB-01319,483.61,16.22,404,0.2669,0.8873,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
